# rt	acc	condition
0.397	0	iid_opposite
0.301	1	iid_opposite
0.263	1	iid_opposite
0.656	1	iid_opposite
0.206	1	iid_opposite
0.484	1	iid_opposite
0.435	1	iid_opposite
0.379	1	iid_opposite
0.779	1	iid_opposite
0.664	1	iid_opposite
0.37	1	iid_opposite
0.51	0	iid_opposite
0.405	1	iid_opposite
0.393	1	iid_opposite
0.43	0	iid_opposite
0.466	1	iid_opposite
1.519	1	iid_opposite
0.372	1	iid_opposite
1.102	0	iid_opposite
0.56	1	iid_opposite
0.447	1	iid_opposite
0.4	0	iid_opposite
0.394	0	iid_opposite
0.341	0	iid_opposite
0.477	1	iid_opposite
0.4	1	iid_opposite
0.355	1	iid_opposite
0.781	1	iid_opposite
0.423	0	iid_opposite
0.56	0	iid_opposite
0.465	0	iid_opposite
0.447	1	iid_opposite
0.305	1	iid_opposite
0.449	1	iid_opposite
0.471	0	iid_opposite
0.898	1	iid_opposite
0.398	1	iid_opposite
0.266	0	iid_opposite
0.282	1	iid_opposite
0.368	0	iid_opposite
0.4	1	iid_opposite
0.519	0	iid_opposite
0.29	1	iid_opposite
0.449	1	iid_opposite
1.035	1	iid_opposite
0.679	1	iid_opposite
0.357	1	iid_opposite
0.819	0	iid_opposite
0.467	0	iid_opposite
0.399	1	iid_opposite
0.943	1	iid_opposite
0.391	1	iid_opposite
0.434	1	iid_opposite
0.314	0	iid_opposite
0.299	0	iid_opposite
0.744	1	iid_opposite
0.282	0	iid_opposite
0.529	0	iid_opposite
0.47	1	iid_opposite
0.4	1	iid_opposite
0.286	0	iid_opposite
0.621	0	iid_opposite
0.408	1	iid_opposite
0.415	0	iid_opposite
0.526	0	iid_opposite
0.891	0	iid_opposite
0.213	1	iid_opposite
0.368	0	iid_opposite
0.805	0	iid_opposite
0.393	1	iid_opposite
0.239	1	iid_opposite
0.477	1	iid_opposite
0.488	1	iid_opposite
0.397	1	iid_opposite
0.423	1	iid_opposite
0.556	0	iid_opposite
0.43	1	iid_opposite
0.621	1	iid_opposite
0.595	1	iid_opposite
0.269	1	iid_opposite
1.339	0	iid_opposite
0.214	0	iid_opposite
0.327	1	iid_opposite
0.883	0	iid_opposite
0.46	0	iid_opposite
0.585	1	iid_opposite
0.564	0	iid_opposite
0.255	1	iid_opposite
0.352	0	iid_opposite
0.35	1	iid_opposite
0.271	0	iid_opposite
1.632	1	iid_opposite
0.496	1	iid_opposite
0.416	1	iid_opposite
0.412	1	iid_opposite
0.494	1	iid_opposite
0.538	1	iid_opposite
0.244	0	iid_opposite
1.13	1	iid_opposite
0.327	1	iid_opposite
