# rt	acc	condition
0.428	1	rdw_opposite
0.314	1	rdw_opposite
0.606	1	rdw_opposite
0.557	0	rdw_opposite
0.421	1	rdw_opposite
0.529	1	rdw_opposite
0.479	1	rdw_opposite
0.3	1	rdw_opposite
0.499	1	rdw_opposite
0.616	1	rdw_opposite
0.349	1	rdw_opposite
0.215	1	rdw_opposite
0.332	1	rdw_opposite
0.372	1	rdw_opposite
0.348	1	rdw_opposite
0.509	1	rdw_opposite
0.356	1	rdw_opposite
0.252	1	rdw_opposite
0.436	1	rdw_opposite
0.619	1	rdw_opposite
0.405	1	rdw_opposite
0.24	1	rdw_opposite
0.371	1	rdw_opposite
0.296	1	rdw_opposite
0.464	0	rdw_opposite
0.335	1	rdw_opposite
0.54	1	rdw_opposite
0.291	1	rdw_opposite
0.268	1	rdw_opposite
0.346	1	rdw_opposite
0.324	1	rdw_opposite
1.053	1	rdw_opposite
0.381	1	rdw_opposite
0.231	1	rdw_opposite
0.396	1	rdw_opposite
0.203	1	rdw_opposite
0.354	1	rdw_opposite
0.595	1	rdw_opposite
0.319	1	rdw_opposite
0.423	1	rdw_opposite
0.385	1	rdw_opposite
0.282	0	rdw_opposite
0.22	1	rdw_opposite
0.407	1	rdw_opposite
0.27	1	rdw_opposite
0.37	1	rdw_opposite
0.434	1	rdw_opposite
0.508	1	rdw_opposite
0.417	0	rdw_opposite
0.339	1	rdw_opposite
0.53	1	rdw_opposite
0.665	1	rdw_opposite
0.568	1	rdw_opposite
0.31	1	rdw_opposite
0.341	1	rdw_opposite
0.318	0	rdw_opposite
0.456	1	rdw_opposite
0.504	0	rdw_opposite
0.217	1	rdw_opposite
0.47	1	rdw_opposite
0.544	1	rdw_opposite
0.424	1	rdw_opposite
0.373	1	rdw_opposite
0.257	1	rdw_opposite
0.346	1	rdw_opposite
0.54	1	rdw_opposite
0.385	1	rdw_opposite
0.395	1	rdw_opposite
0.476	1	rdw_opposite
0.404	1	rdw_opposite
0.754	1	rdw_opposite
0.461	1	rdw_opposite
0.295	1	rdw_opposite
0.412	1	rdw_opposite
0.269	1	rdw_opposite
0.264	1	rdw_opposite
0.415	1	rdw_opposite
0.432	1	rdw_opposite
0.342	1	rdw_opposite
0.262	1	rdw_opposite
0.352	1	rdw_opposite
0.466	1	rdw_opposite
0.709	1	rdw_opposite
0.362	1	rdw_opposite
0.567	1	rdw_opposite
0.529	0	rdw_opposite
0.228	1	rdw_opposite
0.373	1	rdw_opposite
0.533	1	rdw_opposite
0.248	1	rdw_opposite
0.321	1	rdw_opposite
0.549	0	rdw_opposite
0.211	1	rdw_opposite
0.196	1	rdw_opposite
0.502	1	rdw_opposite
0.429	1	rdw_opposite
0.252	1	rdw_opposite
0.346	0	rdw_opposite
0.68	1	rdw_opposite
0.714	1	rdw_opposite
