# rt	acc	condition
0.401	1	rdw_same
0.259	1	rdw_same
0.397	1	rdw_same
0.419	1	rdw_same
0.366	1	rdw_same
0.467	1	rdw_same
0.383	1	rdw_same
0.291	1	rdw_same
0.26	0	rdw_same
0.246	1	rdw_same
0.316	1	rdw_same
0.318	1	rdw_same
0.288	1	rdw_same
0.701	1	rdw_same
0.249	1	rdw_same
0.379	1	rdw_same
0.221	1	rdw_same
0.431	1	rdw_same
0.267	1	rdw_same
0.237	1	rdw_same
0.523	0	rdw_same
0.314	1	rdw_same
0.507	1	rdw_same
0.268	1	rdw_same
0.224	1	rdw_same
0.916	1	rdw_same
0.374	1	rdw_same
0.28	1	rdw_same
0.4	1	rdw_same
0.301	1	rdw_same
0.524	1	rdw_same
0.349	1	rdw_same
0.436	1	rdw_same
0.376	1	rdw_same
0.376	1	rdw_same
0.341	1	rdw_same
0.288	1	rdw_same
0.327	1	rdw_same
0.576	1	rdw_same
0.437	1	rdw_same
0.251	1	rdw_same
0.3	1	rdw_same
0.262	1	rdw_same
0.324	1	rdw_same
0.508	1	rdw_same
0.25	1	rdw_same
0.306	1	rdw_same
0.302	1	rdw_same
0.548	1	rdw_same
0.281	1	rdw_same
0.466	1	rdw_same
0.382	1	rdw_same
0.683	1	rdw_same
0.484	1	rdw_same
0.335	1	rdw_same
0.48	1	rdw_same
0.521	1	rdw_same
0.252	1	rdw_same
0.48	1	rdw_same
0.7	1	rdw_same
0.497	1	rdw_same
0.366	1	rdw_same
0.372	1	rdw_same
0.261	1	rdw_same
0.345	1	rdw_same
0.547	1	rdw_same
0.584	0	rdw_same
0.382	1	rdw_same
0.379	1	rdw_same
0.362	1	rdw_same
0.707	1	rdw_same
0.32	1	rdw_same
0.483	1	rdw_same
0.178	1	rdw_same
0.407	0	rdw_same
0.495	1	rdw_same
0.414	1	rdw_same
0.251	1	rdw_same
0.353	1	rdw_same
0.332	1	rdw_same
0.56	1	rdw_same
0.376	1	rdw_same
0.276	1	rdw_same
0.375	1	rdw_same
0.283	1	rdw_same
0.323	1	rdw_same
0.546	1	rdw_same
0.344	1	rdw_same
0.659	1	rdw_same
0.57	1	rdw_same
0.36	1	rdw_same
0.256	1	rdw_same
0.361	1	rdw_same
0.33	1	rdw_same
0.17	1	rdw_same
0.281	1	rdw_same
0.4	1	rdw_same
0.475	1	rdw_same
0.339	1	rdw_same
0.458	1	rdw_same
