# rt	acc	condition
0.344	0	iid_opposite
0.42	1	iid_opposite
0.194	1	iid_opposite
0.344	1	iid_opposite
0.394	0	iid_opposite
0.429	1	iid_opposite
0.307	1	iid_opposite
0.323	1	iid_opposite
0.249	0	iid_opposite
0.355	1	iid_opposite
0.754	1	iid_opposite
0.351	0	iid_opposite
0.27	1	iid_opposite
0.432	0	iid_opposite
0.451	1	iid_opposite
0.343	0	iid_opposite
0.44	0	iid_opposite
0.803	1	iid_opposite
0.273	1	iid_opposite
0.262	0	iid_opposite
0.417	1	iid_opposite
0.551	1	iid_opposite
0.39	1	iid_opposite
0.356	1	iid_opposite
0.426	1	iid_opposite
1.362	1	iid_opposite
0.359	1	iid_opposite
0.36	1	iid_opposite
0.386	0	iid_opposite
0.512	1	iid_opposite
0.6	1	iid_opposite
0.214	0	iid_opposite
0.658	0	iid_opposite
0.465	0	iid_opposite
0.37	0	iid_opposite
0.427	1	iid_opposite
0.712	1	iid_opposite
0.419	1	iid_opposite
0.367	0	iid_opposite
0.453	1	iid_opposite
0.665	0	iid_opposite
0.549	1	iid_opposite
0.41	0	iid_opposite
0.229	1	iid_opposite
0.439	1	iid_opposite
0.525	1	iid_opposite
0.497	1	iid_opposite
0.702	0	iid_opposite
0.739	0	iid_opposite
0.318	0	iid_opposite
0.64	0	iid_opposite
0.486	0	iid_opposite
0.772	0	iid_opposite
0.668	0	iid_opposite
0.403	0	iid_opposite
0.387	1	iid_opposite
0.474	1	iid_opposite
0.456	1	iid_opposite
0.343	0	iid_opposite
0.644	0	iid_opposite
0.484	0	iid_opposite
0.548	1	iid_opposite
1.422	1	iid_opposite
0.404	1	iid_opposite
0.671	0	iid_opposite
0.81	1	iid_opposite
0.863	0	iid_opposite
0.736	1	iid_opposite
0.899	1	iid_opposite
0.279	0	iid_opposite
0.348	1	iid_opposite
0.37	0	iid_opposite
0.553	0	iid_opposite
0.372	1	iid_opposite
0.458	1	iid_opposite
0.498	1	iid_opposite
0.854	1	iid_opposite
0.308	1	iid_opposite
0.346	1	iid_opposite
0.314	0	iid_opposite
0.577	1	iid_opposite
0.263	1	iid_opposite
0.639	1	iid_opposite
0.62	1	iid_opposite
0.423	0	iid_opposite
0.508	1	iid_opposite
0.581	1	iid_opposite
0.366	0	iid_opposite
0.559	0	iid_opposite
0.667	0	iid_opposite
0.345	0	iid_opposite
0.408	1	iid_opposite
0.349	0	iid_opposite
0.831	0	iid_opposite
0.355	1	iid_opposite
0.341	1	iid_opposite
0.494	1	iid_opposite
0.437	0	iid_opposite
0.728	1	iid_opposite
0.515	0	iid_opposite
