# rt	acc	condition
0.4	1	iid_opposite
0.313	0	iid_opposite
0.6	1	iid_opposite
0.375	1	iid_opposite
0.496	1	iid_opposite
0.228	1	iid_opposite
0.445	1	iid_opposite
0.379	1	iid_opposite
0.266	0	iid_opposite
0.658	0	iid_opposite
0.638	0	iid_opposite
0.468	1	iid_opposite
0.31	1	iid_opposite
0.367	1	iid_opposite
0.772	1	iid_opposite
0.461	1	iid_opposite
0.64	1	iid_opposite
0.168	1	iid_opposite
0.997	0	iid_opposite
0.241	1	iid_opposite
0.608	1	iid_opposite
0.623	1	iid_opposite
0.719	0	iid_opposite
0.552	1	iid_opposite
1.388	0	iid_opposite
0.269	1	iid_opposite
0.275	0	iid_opposite
0.571	0	iid_opposite
0.441	1	iid_opposite
1.151	1	iid_opposite
0.373	1	iid_opposite
0.257	1	iid_opposite
0.311	1	iid_opposite
0.288	1	iid_opposite
0.274	1	iid_opposite
0.44	1	iid_opposite
0.267	1	iid_opposite
0.364	0	iid_opposite
0.371	1	iid_opposite
0.337	0	iid_opposite
0.425	1	iid_opposite
0.304	1	iid_opposite
0.386	0	iid_opposite
0.557	1	iid_opposite
0.685	1	iid_opposite
0.906	1	iid_opposite
0.308	0	iid_opposite
0.364	1	iid_opposite
0.809	1	iid_opposite
0.341	1	iid_opposite
0.403	1	iid_opposite
0.281	0	iid_opposite
0.419	0	iid_opposite
0.276	1	iid_opposite
0.293	0	iid_opposite
0.659	1	iid_opposite
0.528	1	iid_opposite
0.445	1	iid_opposite
0.152	1	iid_opposite
0.444	1	iid_opposite
0.476	1	iid_opposite
0.296	1	iid_opposite
0.273	1	iid_opposite
0.356	1	iid_opposite
0.703	1	iid_opposite
1.075	1	iid_opposite
0.306	0	iid_opposite
0.519	0	iid_opposite
0.421	1	iid_opposite
0.42	1	iid_opposite
0.349	0	iid_opposite
0.275	0	iid_opposite
0.724	1	iid_opposite
0.417	1	iid_opposite
0.289	1	iid_opposite
0.689	0	iid_opposite
0.505	1	iid_opposite
0.225	0	iid_opposite
1.131	1	iid_opposite
0.267	1	iid_opposite
0.297	1	iid_opposite
0.36	1	iid_opposite
0.502	1	iid_opposite
0.301	1	iid_opposite
0.638	1	iid_opposite
0.327	1	iid_opposite
0.321	0	iid_opposite
0.254	1	iid_opposite
0.443	0	iid_opposite
0.67	1	iid_opposite
0.99	1	iid_opposite
0.335	1	iid_opposite
0.272	1	iid_opposite
0.543	0	iid_opposite
0.609	0	iid_opposite
0.724	1	iid_opposite
0.942	1	iid_opposite
0.536	1	iid_opposite
0.388	1	iid_opposite
0.254	1	iid_opposite
