# rt	acc	condition
0.24	1	rdw_same
0.335	1	rdw_same
0.367	1	rdw_same
0.469	1	rdw_same
0.226	1	rdw_same
0.291	1	rdw_same
0.441	1	rdw_same
0.416	1	rdw_same
0.565	1	rdw_same
0.308	1	rdw_same
0.295	1	rdw_same
0.278	1	rdw_same
0.436	1	rdw_same
0.206	1	rdw_same
0.565	1	rdw_same
0.37	1	rdw_same
0.365	1	rdw_same
0.208	1	rdw_same
0.33	1	rdw_same
0.478	1	rdw_same
0.537	1	rdw_same
0.29	1	rdw_same
0.302	1	rdw_same
0.213	1	rdw_same
0.612	1	rdw_same
0.432	1	rdw_same
0.267	1	rdw_same
1.153	0	rdw_same
0.36	1	rdw_same
0.385	1	rdw_same
0.408	1	rdw_same
0.494	1	rdw_same
0.2	1	rdw_same
0.28	1	rdw_same
0.561	1	rdw_same
0.243	1	rdw_same
0.345	1	rdw_same
0.414	1	rdw_same
0.306	1	rdw_same
0.597	1	rdw_same
0.559	1	rdw_same
0.294	1	rdw_same
0.468	1	rdw_same
0.443	1	rdw_same
0.315	1	rdw_same
0.696	1	rdw_same
0.277	1	rdw_same
0.528	1	rdw_same
0.38	1	rdw_same
0.283	1	rdw_same
0.616	1	rdw_same
0.245	1	rdw_same
0.732	1	rdw_same
0.334	1	rdw_same
0.294	1	rdw_same
0.403	1	rdw_same
0.271	1	rdw_same
0.254	1	rdw_same
0.27	1	rdw_same
0.299	1	rdw_same
0.188	1	rdw_same
0.227	1	rdw_same
0.293	1	rdw_same
0.347	1	rdw_same
0.623	1	rdw_same
0.384	1	rdw_same
0.296	1	rdw_same
0.401	1	rdw_same
0.26	1	rdw_same
0.402	1	rdw_same
0.307	1	rdw_same
0.455	1	rdw_same
0.893	1	rdw_same
0.504	1	rdw_same
0.401	1	rdw_same
0.304	1	rdw_same
0.177	1	rdw_same
0.348	1	rdw_same
0.31	1	rdw_same
0.323	1	rdw_same
0.249	1	rdw_same
0.578	1	rdw_same
0.36	1	rdw_same
0.341	1	rdw_same
0.295	1	rdw_same
0.361	1	rdw_same
0.339	1	rdw_same
0.232	1	rdw_same
0.762	1	rdw_same
0.306	1	rdw_same
0.518	1	rdw_same
0.285	1	rdw_same
0.323	1	rdw_same
0.445	1	rdw_same
0.383	1	rdw_same
0.641	1	rdw_same
0.171	1	rdw_same
0.264	1	rdw_same
0.296	1	rdw_same
0.272	1	rdw_same
