# rt	acc	condition
0.335	0	iid_opposite
0.4	1	iid_opposite
0.355	1	iid_opposite
0.499	1	iid_opposite
0.301	0	iid_opposite
0.383	0	iid_opposite
0.444	1	iid_opposite
0.464	0	iid_opposite
0.317	1	iid_opposite
1.411	0	iid_opposite
0.731	1	iid_opposite
0.763	1	iid_opposite
0.28	1	iid_opposite
0.4	0	iid_opposite
0.651	1	iid_opposite
0.609	0	iid_opposite
0.413	1	iid_opposite
0.433	1	iid_opposite
0.551	1	iid_opposite
0.232	0	iid_opposite
0.567	0	iid_opposite
0.553	0	iid_opposite
0.497	1	iid_opposite
0.405	0	iid_opposite
0.308	1	iid_opposite
0.604	1	iid_opposite
0.561	1	iid_opposite
0.36	1	iid_opposite
0.418	1	iid_opposite
0.538	0	iid_opposite
0.186	1	iid_opposite
1.165	0	iid_opposite
0.27	1	iid_opposite
0.214	0	iid_opposite
0.461	1	iid_opposite
0.68	0	iid_opposite
0.331	0	iid_opposite
0.838	0	iid_opposite
0.365	1	iid_opposite
0.88	0	iid_opposite
0.512	1	iid_opposite
0.627	1	iid_opposite
0.36	1	iid_opposite
0.416	1	iid_opposite
0.346	0	iid_opposite
0.723	1	iid_opposite
0.854	0	iid_opposite
0.382	1	iid_opposite
0.53	0	iid_opposite
0.439	1	iid_opposite
0.533	1	iid_opposite
0.673	0	iid_opposite
0.444	1	iid_opposite
0.548	1	iid_opposite
0.824	0	iid_opposite
0.232	1	iid_opposite
0.869	1	iid_opposite
0.351	1	iid_opposite
0.63	1	iid_opposite
0.349	1	iid_opposite
0.407	1	iid_opposite
0.784	0	iid_opposite
0.341	1	iid_opposite
0.363	1	iid_opposite
0.356	1	iid_opposite
0.45	1	iid_opposite
0.224	0	iid_opposite
0.525	1	iid_opposite
0.892	1	iid_opposite
0.265	1	iid_opposite
0.547	1	iid_opposite
0.227	0	iid_opposite
0.45	1	iid_opposite
0.4	0	iid_opposite
0.504	1	iid_opposite
0.285	0	iid_opposite
0.691	0	iid_opposite
0.434	1	iid_opposite
0.506	1	iid_opposite
0.404	1	iid_opposite
0.921	1	iid_opposite
0.978	1	iid_opposite
0.408	1	iid_opposite
0.258	1	iid_opposite
0.561	0	iid_opposite
0.362	1	iid_opposite
0.645	1	iid_opposite
0.319	0	iid_opposite
0.327	0	iid_opposite
0.78	1	iid_opposite
0.486	0	iid_opposite
0.909	1	iid_opposite
0.266	1	iid_opposite
0.444	1	iid_opposite
0.996	1	iid_opposite
0.37	0	iid_opposite
0.445	1	iid_opposite
0.708	0	iid_opposite
0.482	1	iid_opposite
0.322	1	iid_opposite
