# rt	acc	condition
0.307	1	iid_same
0.249	1	iid_same
0.56	1	iid_same
0.765	1	iid_same
0.228	1	iid_same
0.287	0	iid_same
0.323	1	iid_same
0.445	0	iid_same
0.623	1	iid_same
0.397	1	iid_same
0.385	1	iid_same
0.266	1	iid_same
0.382	1	iid_same
0.682	1	iid_same
0.336	0	iid_same
0.287	1	iid_same
0.486	1	iid_same
0.518	0	iid_same
0.447	1	iid_same
0.538	1	iid_same
0.804	1	iid_same
0.383	1	iid_same
0.28	1	iid_same
0.804	0	iid_same
0.526	0	iid_same
0.29	1	iid_same
0.509	1	iid_same
0.529	1	iid_same
0.641	0	iid_same
0.675	1	iid_same
0.38	1	iid_same
0.879	1	iid_same
0.33	0	iid_same
0.443	1	iid_same
0.436	1	iid_same
0.535	1	iid_same
0.548	1	iid_same
0.188	1	iid_same
0.463	0	iid_same
0.301	1	iid_same
0.488	1	iid_same
0.409	0	iid_same
0.329	1	iid_same
0.808	1	iid_same
0.893	1	iid_same
0.684	1	iid_same
0.357	0	iid_same
0.367	1	iid_same
0.437	0	iid_same
0.831	1	iid_same
0.835	1	iid_same
0.804	1	iid_same
0.328	1	iid_same
0.264	1	iid_same
0.367	1	iid_same
0.431	1	iid_same
0.513	1	iid_same
0.415	1	iid_same
0.384	0	iid_same
0.349	1	iid_same
0.253	1	iid_same
0.338	1	iid_same
0.777	0	iid_same
0.254	1	iid_same
0.347	1	iid_same
0.256	0	iid_same
0.236	1	iid_same
0.285	0	iid_same
0.928	0	iid_same
0.556	0	iid_same
0.5	1	iid_same
0.367	1	iid_same
0.305	0	iid_same
0.949	1	iid_same
0.265	1	iid_same
0.474	0	iid_same
0.401	1	iid_same
0.89	1	iid_same
0.423	0	iid_same
0.341	1	iid_same
0.298	1	iid_same
0.364	1	iid_same
0.273	0	iid_same
0.275	1	iid_same
0.273	1	iid_same
0.662	1	iid_same
0.449	1	iid_same
0.954	1	iid_same
0.337	1	iid_same
0.29	0	iid_same
0.429	0	iid_same
0.712	1	iid_same
0.599	0	iid_same
0.447	0	iid_same
0.368	1	iid_same
0.463	1	iid_same
0.451	0	iid_same
0.306	1	iid_same
0.485	1	iid_same
0.317	1	iid_same
