# rt	acc	condition
0.396	1	rdw_opposite
0.429	1	rdw_opposite
0.553	1	rdw_opposite
0.226	1	rdw_opposite
0.246	0	rdw_opposite
0.19	1	rdw_opposite
0.243	1	rdw_opposite
0.33	1	rdw_opposite
0.281	1	rdw_opposite
0.762	1	rdw_opposite
0.319	0	rdw_opposite
0.423	1	rdw_opposite
0.228	1	rdw_opposite
0.478	1	rdw_opposite
0.489	1	rdw_opposite
0.314	1	rdw_opposite
0.665	1	rdw_opposite
0.374	1	rdw_opposite
0.321	1	rdw_opposite
0.579	1	rdw_opposite
0.637	1	rdw_opposite
0.427	1	rdw_opposite
0.347	1	rdw_opposite
0.426	1	rdw_opposite
0.346	1	rdw_opposite
0.349	1	rdw_opposite
0.282	1	rdw_opposite
0.341	0	rdw_opposite
0.24	1	rdw_opposite
0.417	1	rdw_opposite
0.334	1	rdw_opposite
0.444	1	rdw_opposite
0.425	1	rdw_opposite
0.432	1	rdw_opposite
0.339	1	rdw_opposite
0.391	1	rdw_opposite
0.402	1	rdw_opposite
0.439	1	rdw_opposite
0.346	1	rdw_opposite
0.433	1	rdw_opposite
0.942	1	rdw_opposite
0.408	1	rdw_opposite
0.333	1	rdw_opposite
0.412	1	rdw_opposite
0.313	1	rdw_opposite
0.437	1	rdw_opposite
0.322	1	rdw_opposite
0.654	1	rdw_opposite
0.675	1	rdw_opposite
0.394	1	rdw_opposite
0.498	1	rdw_opposite
0.394	1	rdw_opposite
0.415	1	rdw_opposite
0.413	0	rdw_opposite
0.381	1	rdw_opposite
0.336	1	rdw_opposite
0.268	1	rdw_opposite
0.345	1	rdw_opposite
0.359	1	rdw_opposite
0.351	1	rdw_opposite
0.556	1	rdw_opposite
0.287	0	rdw_opposite
0.385	0	rdw_opposite
0.354	1	rdw_opposite
0.593	0	rdw_opposite
0.439	1	rdw_opposite
0.564	1	rdw_opposite
0.251	1	rdw_opposite
0.442	0	rdw_opposite
0.651	1	rdw_opposite
0.479	1	rdw_opposite
0.55	1	rdw_opposite
0.642	1	rdw_opposite
0.26	1	rdw_opposite
0.453	1	rdw_opposite
0.277	1	rdw_opposite
0.424	1	rdw_opposite
0.529	1	rdw_opposite
0.438	1	rdw_opposite
0.543	1	rdw_opposite
0.54	1	rdw_opposite
0.422	1	rdw_opposite
0.38	1	rdw_opposite
0.41	1	rdw_opposite
0.448	1	rdw_opposite
0.457	1	rdw_opposite
0.501	1	rdw_opposite
0.297	1	rdw_opposite
0.445	1	rdw_opposite
0.358	1	rdw_opposite
0.301	1	rdw_opposite
0.321	1	rdw_opposite
0.405	1	rdw_opposite
0.324	0	rdw_opposite
0.454	0	rdw_opposite
0.49	1	rdw_opposite
0.422	1	rdw_opposite
0.28	1	rdw_opposite
0.334	0	rdw_opposite
0.367	1	rdw_opposite
