# rt	acc	condition
0.61	1	rdw_opposite
0.469	1	rdw_opposite
0.299	1	rdw_opposite
0.495	1	rdw_opposite
0.23	1	rdw_opposite
0.512	1	rdw_opposite
0.312	1	rdw_opposite
0.357	1	rdw_opposite
0.301	1	rdw_opposite
0.266	1	rdw_opposite
0.248	1	rdw_opposite
0.365	1	rdw_opposite
0.667	1	rdw_opposite
0.296	1	rdw_opposite
0.451	1	rdw_opposite
0.484	1	rdw_opposite
0.259	1	rdw_opposite
0.469	1	rdw_opposite
0.424	1	rdw_opposite
0.224	1	rdw_opposite
0.574	1	rdw_opposite
0.688	1	rdw_opposite
0.321	1	rdw_opposite
0.914	1	rdw_opposite
0.476	1	rdw_opposite
0.403	1	rdw_opposite
0.56	1	rdw_opposite
0.398	1	rdw_opposite
0.232	1	rdw_opposite
0.608	1	rdw_opposite
0.276	1	rdw_opposite
0.298	1	rdw_opposite
0.564	1	rdw_opposite
0.226	1	rdw_opposite
0.39	1	rdw_opposite
0.225	1	rdw_opposite
0.501	1	rdw_opposite
0.372	1	rdw_opposite
0.22	1	rdw_opposite
0.468	0	rdw_opposite
0.555	1	rdw_opposite
0.404	1	rdw_opposite
0.576	1	rdw_opposite
0.565	1	rdw_opposite
0.397	1	rdw_opposite
0.21	1	rdw_opposite
0.453	1	rdw_opposite
0.307	1	rdw_opposite
0.263	0	rdw_opposite
0.4	1	rdw_opposite
0.505	1	rdw_opposite
0.239	1	rdw_opposite
0.415	1	rdw_opposite
0.343	1	rdw_opposite
0.273	1	rdw_opposite
0.278	1	rdw_opposite
0.626	0	rdw_opposite
0.321	1	rdw_opposite
0.542	1	rdw_opposite
0.469	1	rdw_opposite
0.422	1	rdw_opposite
0.363	1	rdw_opposite
0.328	0	rdw_opposite
0.294	1	rdw_opposite
0.503	1	rdw_opposite
0.528	1	rdw_opposite
0.21	1	rdw_opposite
0.276	1	rdw_opposite
0.519	1	rdw_opposite
0.361	1	rdw_opposite
0.472	1	rdw_opposite
0.412	1	rdw_opposite
0.515	1	rdw_opposite
0.786	1	rdw_opposite
0.318	1	rdw_opposite
0.368	1	rdw_opposite
0.316	0	rdw_opposite
0.609	1	rdw_opposite
0.447	0	rdw_opposite
0.474	1	rdw_opposite
0.243	1	rdw_opposite
0.433	1	rdw_opposite
0.484	1	rdw_opposite
0.506	1	rdw_opposite
0.544	1	rdw_opposite
0.372	1	rdw_opposite
0.493	1	rdw_opposite
0.254	1	rdw_opposite
0.571	1	rdw_opposite
0.349	1	rdw_opposite
0.355	1	rdw_opposite
0.831	1	rdw_opposite
0.411	1	rdw_opposite
0.316	1	rdw_opposite
0.414	1	rdw_opposite
0.384	1	rdw_opposite
0.402	0	rdw_opposite
0.489	1	rdw_opposite
0.274	1	rdw_opposite
0.376	1	rdw_opposite
