# rt	acc	condition
0.346	1	rdw_same
0.213	1	rdw_same
0.601	1	rdw_same
0.333	1	rdw_same
0.436	1	rdw_same
0.616	1	rdw_same
0.297	1	rdw_same
0.283	0	rdw_same
0.302	1	rdw_same
0.332	1	rdw_same
0.419	1	rdw_same
0.361	1	rdw_same
0.651	1	rdw_same
0.31	1	rdw_same
0.446	1	rdw_same
0.352	1	rdw_same
0.263	1	rdw_same
0.546	1	rdw_same
0.364	1	rdw_same
0.351	1	rdw_same
0.699	1	rdw_same
0.252	1	rdw_same
0.367	1	rdw_same
0.244	1	rdw_same
0.358	1	rdw_same
0.402	1	rdw_same
0.272	1	rdw_same
0.268	1	rdw_same
0.36	1	rdw_same
0.44	1	rdw_same
0.298	1	rdw_same
0.354	1	rdw_same
0.413	1	rdw_same
0.54	1	rdw_same
0.573	1	rdw_same
0.874	1	rdw_same
0.364	1	rdw_same
0.456	1	rdw_same
0.303	1	rdw_same
0.531	1	rdw_same
0.277	1	rdw_same
0.294	1	rdw_same
0.505	1	rdw_same
0.64	1	rdw_same
0.407	1	rdw_same
0.294	1	rdw_same
0.474	1	rdw_same
0.456	0	rdw_same
0.461	1	rdw_same
0.278	1	rdw_same
0.555	1	rdw_same
0.342	1	rdw_same
0.434	1	rdw_same
0.484	1	rdw_same
0.567	1	rdw_same
0.474	1	rdw_same
0.676	1	rdw_same
0.27	1	rdw_same
0.545	1	rdw_same
0.342	1	rdw_same
0.961	1	rdw_same
0.631	1	rdw_same
0.377	0	rdw_same
0.356	1	rdw_same
0.399	1	rdw_same
0.438	1	rdw_same
0.271	1	rdw_same
0.315	1	rdw_same
0.169	0	rdw_same
0.343	1	rdw_same
0.454	1	rdw_same
0.492	1	rdw_same
0.493	1	rdw_same
0.403	1	rdw_same
0.76	1	rdw_same
0.516	1	rdw_same
0.291	1	rdw_same
0.314	1	rdw_same
0.522	1	rdw_same
0.258	1	rdw_same
0.297	1	rdw_same
0.348	1	rdw_same
0.562	1	rdw_same
0.266	1	rdw_same
0.251	1	rdw_same
0.221	1	rdw_same
0.304	1	rdw_same
0.265	1	rdw_same
0.478	1	rdw_same
0.397	1	rdw_same
0.201	1	rdw_same
0.29	1	rdw_same
0.365	1	rdw_same
0.374	1	rdw_same
0.428	1	rdw_same
0.333	1	rdw_same
0.48	1	rdw_same
0.638	1	rdw_same
0.837	0	rdw_same
0.802	1	rdw_same
