# rt	acc	condition
1.009	1	iid_same
0.249	1	iid_same
0.71	0	iid_same
0.681	1	iid_same
0.492	1	iid_same
0.374	1	iid_same
0.37	1	iid_same
0.458	1	iid_same
0.362	1	iid_same
0.758	1	iid_same
0.416	1	iid_same
0.538	1	iid_same
0.273	0	iid_same
0.379	0	iid_same
0.353	1	iid_same
0.462	1	iid_same
0.925	0	iid_same
0.249	0	iid_same
0.192	1	iid_same
0.381	1	iid_same
0.371	1	iid_same
0.775	1	iid_same
0.314	1	iid_same
0.645	1	iid_same
0.953	1	iid_same
0.317	1	iid_same
0.375	1	iid_same
0.464	0	iid_same
0.491	1	iid_same
0.427	1	iid_same
0.348	1	iid_same
1.073	1	iid_same
0.673	1	iid_same
0.391	0	iid_same
0.243	1	iid_same
0.338	1	iid_same
0.379	0	iid_same
0.663	0	iid_same
0.973	0	iid_same
0.549	1	iid_same
0.582	0	iid_same
0.752	1	iid_same
0.316	0	iid_same
0.288	1	iid_same
0.727	1	iid_same
0.708	1	iid_same
0.593	1	iid_same
0.234	1	iid_same
0.531	1	iid_same
0.53	1	iid_same
0.397	1	iid_same
0.819	1	iid_same
0.422	1	iid_same
0.448	0	iid_same
0.436	1	iid_same
0.416	1	iid_same
0.763	0	iid_same
0.877	0	iid_same
0.294	1	iid_same
0.528	1	iid_same
0.281	1	iid_same
0.379	0	iid_same
0.339	1	iid_same
0.319	1	iid_same
0.458	1	iid_same
0.235	1	iid_same
0.543	0	iid_same
0.514	1	iid_same
0.253	1	iid_same
0.577	1	iid_same
0.489	1	iid_same
0.303	1	iid_same
0.573	1	iid_same
0.362	1	iid_same
0.473	1	iid_same
0.431	1	iid_same
0.428	1	iid_same
0.455	1	iid_same
0.472	0	iid_same
0.272	1	iid_same
0.395	1	iid_same
0.277	1	iid_same
0.319	1	iid_same
0.43	1	iid_same
0.369	0	iid_same
0.353	0	iid_same
0.475	1	iid_same
0.343	1	iid_same
0.396	1	iid_same
0.619	1	iid_same
0.518	1	iid_same
0.467	1	iid_same
0.587	1	iid_same
0.201	1	iid_same
0.28	1	iid_same
0.265	0	iid_same
0.473	1	iid_same
0.898	1	iid_same
0.349	1	iid_same
0.385	0	iid_same
