# rt	acc	condition
0.33	1	rdw_opposite
0.756	1	rdw_opposite
0.293	1	rdw_opposite
0.474	1	rdw_opposite
0.441	1	rdw_opposite
0.248	1	rdw_opposite
0.534	1	rdw_opposite
0.408	1	rdw_opposite
0.339	1	rdw_opposite
0.468	1	rdw_opposite
0.19	1	rdw_opposite
0.662	1	rdw_opposite
0.81	1	rdw_opposite
0.369	1	rdw_opposite
0.353	1	rdw_opposite
0.44	0	rdw_opposite
0.455	1	rdw_opposite
0.396	1	rdw_opposite
0.558	1	rdw_opposite
0.549	1	rdw_opposite
0.694	1	rdw_opposite
0.348	0	rdw_opposite
0.615	1	rdw_opposite
0.539	1	rdw_opposite
0.328	1	rdw_opposite
0.441	1	rdw_opposite
0.752	1	rdw_opposite
0.277	1	rdw_opposite
0.306	1	rdw_opposite
0.918	1	rdw_opposite
0.329	1	rdw_opposite
0.49	1	rdw_opposite
0.44	1	rdw_opposite
0.533	1	rdw_opposite
0.374	1	rdw_opposite
0.574	1	rdw_opposite
0.34	1	rdw_opposite
0.321	1	rdw_opposite
0.341	1	rdw_opposite
0.418	1	rdw_opposite
0.419	1	rdw_opposite
0.514	1	rdw_opposite
0.318	1	rdw_opposite
0.261	1	rdw_opposite
0.453	1	rdw_opposite
0.395	1	rdw_opposite
0.279	1	rdw_opposite
0.382	1	rdw_opposite
0.283	1	rdw_opposite
0.648	1	rdw_opposite
0.667	1	rdw_opposite
0.283	1	rdw_opposite
0.509	1	rdw_opposite
0.203	1	rdw_opposite
0.377	1	rdw_opposite
0.448	1	rdw_opposite
0.46	1	rdw_opposite
0.264	1	rdw_opposite
0.359	1	rdw_opposite
0.377	1	rdw_opposite
0.225	1	rdw_opposite
0.571	1	rdw_opposite
0.635	1	rdw_opposite
0.338	1	rdw_opposite
0.463	1	rdw_opposite
0.476	0	rdw_opposite
0.408	1	rdw_opposite
0.494	1	rdw_opposite
0.307	1	rdw_opposite
0.322	1	rdw_opposite
0.793	1	rdw_opposite
0.349	1	rdw_opposite
0.286	1	rdw_opposite
0.372	1	rdw_opposite
0.236	1	rdw_opposite
0.252	1	rdw_opposite
0.859	1	rdw_opposite
0.285	1	rdw_opposite
0.334	1	rdw_opposite
0.635	0	rdw_opposite
0.348	1	rdw_opposite
0.6	1	rdw_opposite
0.54	1	rdw_opposite
0.928	1	rdw_opposite
0.457	1	rdw_opposite
0.446	1	rdw_opposite
0.815	1	rdw_opposite
0.314	1	rdw_opposite
0.455	1	rdw_opposite
0.31	1	rdw_opposite
0.198	1	rdw_opposite
0.381	1	rdw_opposite
0.471	1	rdw_opposite
0.603	1	rdw_opposite
0.315	1	rdw_opposite
0.305	1	rdw_opposite
0.316	1	rdw_opposite
0.36	1	rdw_opposite
0.411	1	rdw_opposite
0.38	0	rdw_opposite
