# rt	acc	condition
0.815	1	rdw_same
0.336	1	rdw_same
0.294	1	rdw_same
0.235	1	rdw_same
0.334	1	rdw_same
0.261	1	rdw_same
0.418	1	rdw_same
0.494	1	rdw_same
0.491	1	rdw_same
0.462	1	rdw_same
0.574	1	rdw_same
0.391	1	rdw_same
0.6	1	rdw_same
0.42	1	rdw_same
0.328	1	rdw_same
0.334	1	rdw_same
0.659	1	rdw_same
0.493	1	rdw_same
0.317	1	rdw_same
0.472	1	rdw_same
0.513	0	rdw_same
0.194	1	rdw_same
0.608	1	rdw_same
0.315	1	rdw_same
0.418	1	rdw_same
0.449	1	rdw_same
0.846	1	rdw_same
0.407	1	rdw_same
0.657	1	rdw_same
0.162	1	rdw_same
0.777	1	rdw_same
0.178	1	rdw_same
0.226	1	rdw_same
0.194	0	rdw_same
0.15	1	rdw_same
0.32	1	rdw_same
0.298	1	rdw_same
0.239	1	rdw_same
0.304	1	rdw_same
0.432	1	rdw_same
0.272	1	rdw_same
0.327	1	rdw_same
0.41	1	rdw_same
0.606	1	rdw_same
0.433	1	rdw_same
0.605	1	rdw_same
0.512	1	rdw_same
0.381	1	rdw_same
0.66	1	rdw_same
0.356	1	rdw_same
0.399	1	rdw_same
0.239	1	rdw_same
0.424	1	rdw_same
0.253	1	rdw_same
0.333	1	rdw_same
0.289	1	rdw_same
0.278	1	rdw_same
0.695	1	rdw_same
0.188	1	rdw_same
0.335	1	rdw_same
0.36	1	rdw_same
0.332	1	rdw_same
0.747	1	rdw_same
0.707	1	rdw_same
0.398	1	rdw_same
0.526	1	rdw_same
0.37	1	rdw_same
0.369	1	rdw_same
0.471	1	rdw_same
0.449	1	rdw_same
0.514	1	rdw_same
0.426	1	rdw_same
0.461	1	rdw_same
0.194	1	rdw_same
0.749	1	rdw_same
0.371	1	rdw_same
0.291	1	rdw_same
0.74	1	rdw_same
0.356	1	rdw_same
0.187	1	rdw_same
0.174	1	rdw_same
0.317	1	rdw_same
0.441	1	rdw_same
0.356	1	rdw_same
0.261	1	rdw_same
0.83	0	rdw_same
0.265	1	rdw_same
0.339	1	rdw_same
0.556	1	rdw_same
0.621	1	rdw_same
0.437	1	rdw_same
0.555	1	rdw_same
0.59	0	rdw_same
0.339	1	rdw_same
0.401	1	rdw_same
0.399	0	rdw_same
0.691	1	rdw_same
0.579	1	rdw_same
0.334	1	rdw_same
0.208	1	rdw_same
