# rt	acc	condition
0.295	1	rdw_same
0.247	1	rdw_same
0.391	1	rdw_same
0.423	1	rdw_same
0.328	1	rdw_same
0.633	1	rdw_same
0.364	1	rdw_same
0.36	1	rdw_same
0.544	1	rdw_same
0.322	1	rdw_same
0.363	1	rdw_same
0.315	1	rdw_same
0.282	1	rdw_same
0.668	1	rdw_same
0.477	1	rdw_same
0.436	1	rdw_same
0.248	1	rdw_same
0.301	1	rdw_same
0.515	1	rdw_same
0.685	1	rdw_same
0.375	1	rdw_same
0.331	1	rdw_same
0.49	1	rdw_same
0.279	1	rdw_same
0.189	1	rdw_same
0.463	1	rdw_same
0.265	1	rdw_same
0.356	1	rdw_same
0.401	1	rdw_same
0.72	1	rdw_same
0.458	1	rdw_same
0.361	1	rdw_same
0.278	1	rdw_same
0.261	1	rdw_same
0.29	1	rdw_same
0.376	1	rdw_same
0.196	1	rdw_same
0.378	1	rdw_same
0.433	1	rdw_same
0.373	1	rdw_same
0.461	1	rdw_same
0.521	1	rdw_same
0.356	1	rdw_same
0.438	0	rdw_same
0.276	1	rdw_same
0.2	1	rdw_same
0.367	1	rdw_same
0.386	1	rdw_same
0.538	1	rdw_same
0.382	1	rdw_same
0.25	1	rdw_same
0.499	1	rdw_same
0.38	1	rdw_same
0.251	1	rdw_same
0.352	1	rdw_same
0.289	1	rdw_same
0.555	1	rdw_same
0.309	1	rdw_same
0.334	1	rdw_same
0.539	1	rdw_same
0.807	1	rdw_same
0.478	1	rdw_same
0.299	1	rdw_same
1.008	1	rdw_same
0.697	1	rdw_same
0.251	1	rdw_same
0.422	1	rdw_same
0.227	1	rdw_same
0.368	1	rdw_same
0.303	1	rdw_same
0.353	1	rdw_same
0.225	1	rdw_same
0.26	1	rdw_same
0.404	1	rdw_same
0.277	1	rdw_same
0.344	1	rdw_same
0.324	1	rdw_same
0.269	1	rdw_same
0.45	1	rdw_same
0.455	1	rdw_same
0.327	0	rdw_same
0.21	1	rdw_same
0.296	1	rdw_same
0.655	1	rdw_same
0.225	1	rdw_same
0.272	1	rdw_same
0.307	0	rdw_same
0.214	1	rdw_same
0.321	1	rdw_same
0.468	1	rdw_same
0.272	1	rdw_same
0.314	1	rdw_same
0.465	1	rdw_same
0.512	1	rdw_same
0.301	1	rdw_same
0.39	1	rdw_same
0.497	1	rdw_same
0.467	1	rdw_same
0.214	1	rdw_same
0.305	1	rdw_same
