# rt	acc	condition
0.23	1	iid_same
0.312	0	iid_same
0.478	1	iid_same
0.493	1	iid_same
0.362	1	iid_same
0.77	1	iid_same
0.539	0	iid_same
0.689	1	iid_same
0.323	1	iid_same
0.568	1	iid_same
0.303	0	iid_same
0.488	0	iid_same
0.337	1	iid_same
0.423	1	iid_same
0.391	0	iid_same
0.403	1	iid_same
0.601	1	iid_same
0.201	1	iid_same
0.432	1	iid_same
0.464	1	iid_same
0.328	1	iid_same
0.56	0	iid_same
0.343	1	iid_same
0.523	1	iid_same
0.382	0	iid_same
0.21	0	iid_same
0.411	0	iid_same
0.805	1	iid_same
0.365	1	iid_same
0.371	1	iid_same
0.358	0	iid_same
0.397	1	iid_same
0.244	0	iid_same
0.295	1	iid_same
0.418	0	iid_same
0.407	1	iid_same
0.361	1	iid_same
0.46	1	iid_same
0.362	1	iid_same
0.47	0	iid_same
0.334	1	iid_same
0.376	0	iid_same
0.275	1	iid_same
0.642	0	iid_same
0.979	1	iid_same
0.355	1	iid_same
0.412	1	iid_same
0.27	1	iid_same
0.393	1	iid_same
0.482	0	iid_same
0.373	1	iid_same
0.326	1	iid_same
0.298	1	iid_same
0.227	1	iid_same
0.532	1	iid_same
0.278	0	iid_same
0.344	1	iid_same
0.353	1	iid_same
0.373	1	iid_same
0.356	1	iid_same
0.332	1	iid_same
0.48	1	iid_same
1.336	1	iid_same
0.431	1	iid_same
0.664	1	iid_same
0.418	1	iid_same
0.244	1	iid_same
0.406	0	iid_same
0.346	1	iid_same
0.369	1	iid_same
0.351	1	iid_same
0.388	1	iid_same
0.353	0	iid_same
0.833	1	iid_same
0.517	0	iid_same
0.391	0	iid_same
0.585	1	iid_same
0.676	1	iid_same
0.523	1	iid_same
0.464	1	iid_same
0.63	1	iid_same
0.453	0	iid_same
0.307	1	iid_same
0.277	1	iid_same
0.417	0	iid_same
0.411	1	iid_same
0.204	1	iid_same
1.262	1	iid_same
0.678	0	iid_same
0.271	1	iid_same
0.847	0	iid_same
0.77	0	iid_same
0.454	1	iid_same
0.63	1	iid_same
0.291	1	iid_same
0.415	0	iid_same
0.281	0	iid_same
0.643	1	iid_same
0.788	1	iid_same
0.215	1	iid_same
