# rt	acc	condition
0.237	1	iid_opposite
0.402	0	iid_opposite
0.912	1	iid_opposite
0.268	1	iid_opposite
0.78	1	iid_opposite
0.467	1	iid_opposite
0.651	1	iid_opposite
0.561	1	iid_opposite
0.515	1	iid_opposite
0.58	1	iid_opposite
0.413	1	iid_opposite
0.533	1	iid_opposite
0.475	1	iid_opposite
0.346	1	iid_opposite
0.469	1	iid_opposite
0.54	0	iid_opposite
0.332	1	iid_opposite
0.593	1	iid_opposite
0.705	1	iid_opposite
0.572	1	iid_opposite
0.357	1	iid_opposite
0.25	1	iid_opposite
0.467	1	iid_opposite
0.463	1	iid_opposite
1.04	1	iid_opposite
0.756	0	iid_opposite
0.659	1	iid_opposite
0.279	1	iid_opposite
0.286	0	iid_opposite
0.331	0	iid_opposite
0.207	1	iid_opposite
0.585	0	iid_opposite
0.654	0	iid_opposite
0.862	0	iid_opposite
1.248	1	iid_opposite
0.582	1	iid_opposite
0.388	1	iid_opposite
0.377	1	iid_opposite
0.357	1	iid_opposite
0.395	1	iid_opposite
0.568	1	iid_opposite
0.312	0	iid_opposite
0.393	1	iid_opposite
0.536	1	iid_opposite
0.306	0	iid_opposite
0.712	0	iid_opposite
0.4	1	iid_opposite
0.397	1	iid_opposite
0.426	1	iid_opposite
0.769	1	iid_opposite
0.405	1	iid_opposite
0.44	0	iid_opposite
0.237	0	iid_opposite
0.352	1	iid_opposite
0.2	0	iid_opposite
0.473	1	iid_opposite
0.36	1	iid_opposite
0.49	1	iid_opposite
0.725	1	iid_opposite
0.261	0	iid_opposite
0.476	1	iid_opposite
0.205	1	iid_opposite
0.673	0	iid_opposite
0.327	1	iid_opposite
0.355	0	iid_opposite
0.523	1	iid_opposite
0.705	1	iid_opposite
0.284	0	iid_opposite
0.641	1	iid_opposite
0.319	0	iid_opposite
0.501	0	iid_opposite
0.444	1	iid_opposite
0.241	0	iid_opposite
0.53	1	iid_opposite
0.271	1	iid_opposite
0.299	1	iid_opposite
0.521	1	iid_opposite
0.424	1	iid_opposite
0.252	0	iid_opposite
0.47	0	iid_opposite
0.345	0	iid_opposite
0.758	1	iid_opposite
0.317	1	iid_opposite
0.528	1	iid_opposite
0.206	0	iid_opposite
1.053	1	iid_opposite
0.421	1	iid_opposite
0.226	1	iid_opposite
0.481	1	iid_opposite
0.443	1	iid_opposite
0.322	1	iid_opposite
0.709	0	iid_opposite
1.003	0	iid_opposite
0.496	1	iid_opposite
0.42	1	iid_opposite
0.894	1	iid_opposite
0.333	1	iid_opposite
0.986	0	iid_opposite
0.41	0	iid_opposite
0.458	0	iid_opposite
