# rt	acc	condition
0.945	1	iid_same
0.365	1	iid_same
0.398	0	iid_same
0.453	1	iid_same
0.357	1	iid_same
0.623	1	iid_same
0.453	1	iid_same
0.255	1	iid_same
0.483	0	iid_same
0.347	0	iid_same
0.381	1	iid_same
0.849	1	iid_same
0.248	1	iid_same
0.66	1	iid_same
0.195	0	iid_same
0.328	0	iid_same
0.452	1	iid_same
0.376	0	iid_same
0.631	0	iid_same
0.368	0	iid_same
0.31	0	iid_same
0.353	1	iid_same
0.27	1	iid_same
0.578	1	iid_same
0.315	1	iid_same
0.516	0	iid_same
0.437	0	iid_same
0.902	1	iid_same
0.354	1	iid_same
0.23	1	iid_same
0.387	1	iid_same
0.3	1	iid_same
0.385	1	iid_same
0.291	1	iid_same
0.391	0	iid_same
0.414	1	iid_same
0.339	1	iid_same
0.199	1	iid_same
0.286	1	iid_same
0.38	1	iid_same
0.472	1	iid_same
0.667	0	iid_same
0.33	1	iid_same
0.33	0	iid_same
0.274	1	iid_same
0.324	0	iid_same
0.303	1	iid_same
0.309	0	iid_same
0.729	0	iid_same
0.446	1	iid_same
0.663	1	iid_same
0.423	1	iid_same
0.347	1	iid_same
0.44	1	iid_same
0.827	0	iid_same
0.308	1	iid_same
0.316	1	iid_same
1.133	1	iid_same
1.221	1	iid_same
0.398	1	iid_same
0.381	0	iid_same
0.396	1	iid_same
0.481	1	iid_same
0.351	0	iid_same
0.431	1	iid_same
0.411	1	iid_same
0.591	1	iid_same
0.457	1	iid_same
0.48	1	iid_same
0.393	1	iid_same
0.389	1	iid_same
0.341	1	iid_same
0.64	1	iid_same
1.289	1	iid_same
0.5	0	iid_same
0.31	1	iid_same
0.42	0	iid_same
0.556	1	iid_same
1.023	1	iid_same
0.46	1	iid_same
0.566	1	iid_same
0.315	1	iid_same
0.314	1	iid_same
0.403	1	iid_same
0.32	0	iid_same
0.299	1	iid_same
0.344	1	iid_same
0.468	1	iid_same
0.348	1	iid_same
0.345	1	iid_same
0.492	1	iid_same
0.67	1	iid_same
0.51	1	iid_same
0.348	1	iid_same
0.593	1	iid_same
0.304	1	iid_same
0.176	1	iid_same
0.236	1	iid_same
0.249	0	iid_same
0.213	1	iid_same
