# rt	acc	condition
0.459	1	iid_opposite
0.422	1	iid_opposite
0.257	0	iid_opposite
0.271	1	iid_opposite
0.447	0	iid_opposite
0.288	1	iid_opposite
0.313	0	iid_opposite
0.389	0	iid_opposite
0.265	1	iid_opposite
0.334	0	iid_opposite
0.476	1	iid_opposite
0.507	1	iid_opposite
0.62	1	iid_opposite
0.247	1	iid_opposite
0.319	1	iid_opposite
0.919	0	iid_opposite
0.23	0	iid_opposite
0.224	1	iid_opposite
0.36	1	iid_opposite
0.636	0	iid_opposite
0.726	1	iid_opposite
0.689	1	iid_opposite
0.325	0	iid_opposite
0.478	1	iid_opposite
0.768	1	iid_opposite
0.29	1	iid_opposite
0.365	1	iid_opposite
0.267	1	iid_opposite
0.287	1	iid_opposite
0.244	1	iid_opposite
0.413	1	iid_opposite
0.365	0	iid_opposite
0.996	1	iid_opposite
0.492	0	iid_opposite
0.479	0	iid_opposite
0.358	1	iid_opposite
0.534	1	iid_opposite
0.852	1	iid_opposite
0.345	1	iid_opposite
1.535	0	iid_opposite
0.384	0	iid_opposite
0.805	1	iid_opposite
0.295	1	iid_opposite
0.414	1	iid_opposite
0.418	1	iid_opposite
0.322	1	iid_opposite
0.612	1	iid_opposite
0.515	1	iid_opposite
1.328	0	iid_opposite
0.258	1	iid_opposite
0.383	1	iid_opposite
0.51	1	iid_opposite
0.292	1	iid_opposite
0.311	1	iid_opposite
0.384	1	iid_opposite
0.35	0	iid_opposite
0.396	0	iid_opposite
0.595	1	iid_opposite
0.972	0	iid_opposite
0.382	0	iid_opposite
0.835	0	iid_opposite
0.257	1	iid_opposite
0.328	0	iid_opposite
0.338	1	iid_opposite
0.42	1	iid_opposite
0.567	1	iid_opposite
0.581	1	iid_opposite
0.41	1	iid_opposite
1.219	1	iid_opposite
0.21	1	iid_opposite
0.626	0	iid_opposite
0.315	1	iid_opposite
0.281	1	iid_opposite
0.529	0	iid_opposite
0.486	1	iid_opposite
0.92	0	iid_opposite
0.331	1	iid_opposite
0.293	1	iid_opposite
0.397	1	iid_opposite
1.19	1	iid_opposite
0.6	0	iid_opposite
0.692	0	iid_opposite
1.457	1	iid_opposite
0.403	0	iid_opposite
0.707	1	iid_opposite
0.803	0	iid_opposite
0.743	1	iid_opposite
0.455	1	iid_opposite
0.505	0	iid_opposite
0.392	0	iid_opposite
0.422	0	iid_opposite
0.334	1	iid_opposite
0.503	1	iid_opposite
0.521	1	iid_opposite
1.099	1	iid_opposite
0.445	0	iid_opposite
0.906	1	iid_opposite
0.423	1	iid_opposite
0.239	0	iid_opposite
0.28	1	iid_opposite
