# rt	acc	condition
0.225	1	iid_same
0.423	1	iid_same
0.473	0	iid_same
0.401	0	iid_same
0.569	1	iid_same
0.295	0	iid_same
0.512	1	iid_same
0.272	1	iid_same
0.529	1	iid_same
0.506	1	iid_same
0.339	1	iid_same
0.269	1	iid_same
0.417	1	iid_same
0.397	1	iid_same
0.385	1	iid_same
0.841	1	iid_same
0.517	1	iid_same
0.249	1	iid_same
0.661	0	iid_same
1.052	1	iid_same
0.517	1	iid_same
0.682	1	iid_same
0.331	1	iid_same
0.375	1	iid_same
0.318	1	iid_same
0.72	1	iid_same
0.441	1	iid_same
0.45	0	iid_same
0.639	1	iid_same
0.204	1	iid_same
0.32	0	iid_same
0.365	0	iid_same
0.411	1	iid_same
0.272	1	iid_same
0.308	1	iid_same
0.396	1	iid_same
0.261	1	iid_same
0.709	1	iid_same
0.533	1	iid_same
0.334	0	iid_same
0.316	1	iid_same
0.277	1	iid_same
0.474	1	iid_same
0.676	1	iid_same
0.395	1	iid_same
0.583	1	iid_same
0.38	1	iid_same
0.463	1	iid_same
0.183	1	iid_same
0.602	1	iid_same
0.956	1	iid_same
0.326	0	iid_same
0.284	1	iid_same
0.442	0	iid_same
0.289	0	iid_same
0.681	0	iid_same
0.238	1	iid_same
0.488	1	iid_same
0.442	1	iid_same
0.586	1	iid_same
0.343	0	iid_same
0.34	1	iid_same
0.778	1	iid_same
0.273	1	iid_same
0.282	0	iid_same
0.315	1	iid_same
0.365	1	iid_same
0.3	1	iid_same
0.459	1	iid_same
0.388	1	iid_same
0.301	1	iid_same
0.509	1	iid_same
0.46	1	iid_same
0.66	1	iid_same
0.504	0	iid_same
0.296	1	iid_same
0.337	1	iid_same
0.612	1	iid_same
0.181	1	iid_same
0.396	1	iid_same
0.654	1	iid_same
0.199	0	iid_same
0.436	1	iid_same
0.573	1	iid_same
0.338	0	iid_same
0.374	1	iid_same
0.494	1	iid_same
0.367	1	iid_same
0.494	1	iid_same
0.917	1	iid_same
0.31	0	iid_same
0.487	1	iid_same
0.883	1	iid_same
0.304	1	iid_same
0.332	1	iid_same
0.399	1	iid_same
1.018	0	iid_same
0.369	1	iid_same
1.129	1	iid_same
0.434	1	iid_same
