# rt	acc	condition
0.265	1	rdw_opposite
0.491	0	rdw_opposite
0.625	1	rdw_opposite
0.383	0	rdw_opposite
0.267	1	rdw_opposite
0.542	1	rdw_opposite
0.287	1	rdw_opposite
0.354	1	rdw_opposite
0.309	1	rdw_opposite
0.279	1	rdw_opposite
0.44	1	rdw_opposite
0.38	1	rdw_opposite
0.638	1	rdw_opposite
0.282	1	rdw_opposite
0.396	1	rdw_opposite
0.337	0	rdw_opposite
0.495	1	rdw_opposite
0.253	1	rdw_opposite
0.395	1	rdw_opposite
0.303	1	rdw_opposite
0.248	0	rdw_opposite
0.317	0	rdw_opposite
0.325	1	rdw_opposite
0.496	1	rdw_opposite
0.535	0	rdw_opposite
0.524	1	rdw_opposite
0.604	0	rdw_opposite
0.311	1	rdw_opposite
0.52	1	rdw_opposite
0.424	1	rdw_opposite
0.613	1	rdw_opposite
0.324	1	rdw_opposite
0.408	1	rdw_opposite
0.557	0	rdw_opposite
0.709	1	rdw_opposite
0.45	1	rdw_opposite
0.32	1	rdw_opposite
0.289	1	rdw_opposite
0.322	1	rdw_opposite
0.848	1	rdw_opposite
0.688	1	rdw_opposite
0.252	1	rdw_opposite
0.607	1	rdw_opposite
0.716	1	rdw_opposite
0.35	1	rdw_opposite
0.897	1	rdw_opposite
0.439	1	rdw_opposite
0.54	1	rdw_opposite
0.273	1	rdw_opposite
0.494	1	rdw_opposite
0.475	1	rdw_opposite
0.532	1	rdw_opposite
0.384	1	rdw_opposite
0.505	1	rdw_opposite
0.205	1	rdw_opposite
0.415	1	rdw_opposite
0.338	1	rdw_opposite
0.563	1	rdw_opposite
0.541	1	rdw_opposite
0.209	0	rdw_opposite
0.368	1	rdw_opposite
0.588	1	rdw_opposite
0.389	1	rdw_opposite
0.236	1	rdw_opposite
0.377	1	rdw_opposite
0.309	1	rdw_opposite
0.386	1	rdw_opposite
0.58	1	rdw_opposite
0.371	1	rdw_opposite
0.46	1	rdw_opposite
0.411	1	rdw_opposite
0.297	1	rdw_opposite
0.357	1	rdw_opposite
0.532	1	rdw_opposite
0.648	1	rdw_opposite
0.334	1	rdw_opposite
0.473	1	rdw_opposite
0.497	1	rdw_opposite
0.481	1	rdw_opposite
0.602	1	rdw_opposite
0.409	1	rdw_opposite
0.327	1	rdw_opposite
0.28	1	rdw_opposite
0.444	1	rdw_opposite
0.401	1	rdw_opposite
0.461	1	rdw_opposite
0.33	1	rdw_opposite
0.786	1	rdw_opposite
0.625	1	rdw_opposite
0.431	1	rdw_opposite
0.326	1	rdw_opposite
0.322	1	rdw_opposite
0.417	1	rdw_opposite
0.367	1	rdw_opposite
0.537	1	rdw_opposite
0.397	1	rdw_opposite
0.351	1	rdw_opposite
0.359	1	rdw_opposite
0.919	1	rdw_opposite
0.503	1	rdw_opposite
